,miRNA,70459-genome-miRNAcount,miRNA,70460-genome-miRNAcount,miRNA,70461-genome-miRNAcount,miRNA,74665-genome-miRNAcount,miRNA,74666-genome-miRNAcount,miRNA,74667-genome-miRNAcount,miRNA,74668-genome-miRNAcount,miRNA,74669-genome-miRNAcount,miRNA,74670-genome-miRNAcount,miRNA,74671-genome-miRNAcount,miRNA,74672-genome-miRNAcount,miRNA,74673-genome-miRNAcount,miRNA,74674-genome-miRNAcount,miRNA,74675-genome-miRNAcount,miRNA,74676-genome-miRNAcount,miRNA,74677-genome-miRNAcount,miRNA,74678-genome-miRNAcount,miRNA,74679-genome-miRNAcount,miRNA,74680-genome-miRNAcount,miRNA,74681-genome-miRNAcount,miRNA,74682-genome-miRNAcount
454,hsa-miR-190b-3p,0,       0,hsa-miR-29c-5p,hsa-miR-195-3p,0,hsa-miR-1911-3p,0,hsa-miR-193a-5p,201,hsa-miR-18b-3p,0,hsa-miR-192-3p,0,hsa-miR-193b-5p,2,hsa-miR-192-5p,0,hsa-miR-1908-3p,0,hsa-miR-19a-3p,2,hsa-miR-1910-5p,0,hsa-miR-1911-5p,0,hsa-miR-18b-3p,0,hsa-miR-193a-5p,117,hsa-miR-188-5p,7,hsa-miR-1914-5p,0,hsa-miR-1910-5p,0,hsa-miR-192-3p,0,hsa-miR-193a-5p,27,hsa-miR-193b-5p,1
455,hsa-miR-190b-5p,0,       0,hsa-miR-300,hsa-miR-195-5p,0,hsa-miR-1911-5p,0,hsa-miR-193b-3p,1,hsa-miR-18b-5p,0,hsa-miR-192-5p,0,hsa-miR-193b-5p,3,hsa-miR-193a-3p,0,hsa-miR-1908-5p,0,hsa-miR-19a-3p,7,hsa-miR-1911-3p,0,hsa-miR-1912-3p,0,hsa-miR-18b-5p,0,hsa-miR-193b-3p,0,hsa-miR-188-5p,13,hsa-miR-1915-3p,0,hsa-miR-1911-3p,0,hsa-miR-192-5p,0,hsa-miR-193a-5p,82,hsa-miR-194-3p,0
456,hsa-miR-191-3p,0,       0,hsa-miR-301a-3p,hsa-miR-196a-1-3p,0,hsa-miR-1912-3p,0,hsa-miR-193b-3p,4,hsa-miR-1908-3p,0,hsa-miR-193a-3p,0,hsa-miR-194-3p,0,hsa-miR-193a-5p,33,hsa-miR-1909-3p,0,hsa-miR-19a-5p,0,hsa-miR-1911-5p,0,hsa-miR-1912-5p,0,hsa-miR-1908-3p,0,hsa-miR-193b-3p,1,hsa-miR-18a-3p,58,hsa-miR-1915-5p,0,hsa-miR-1911-5p,0,hsa-miR-193a-3p,0,hsa-miR-193b-3p,0,hsa-miR-194-5p,0
457,hsa-miR-191-5p,0,       0,hsa-miR-301a-5p,hsa-miR-196a-3p,0,hsa-miR-1912-5p,0,hsa-miR-193b-5p,8,hsa-miR-1908-5p,0,hsa-miR-193a-5p,25,hsa-miR-194-5p,0,hsa-miR-193a-5p,74,hsa-miR-1909-5p,0,hsa-miR-19b-1-5p,0,hsa-miR-1912-3p,0,hsa-miR-1913,0,hsa-miR-1908-5p,0,hsa-miR-193b-5p,3,hsa-miR-18a-3p,202,hsa-miR-192-3p,0,hsa-miR-1912-3p,0,hsa-miR-193a-5p,27,hsa-miR-193b-5p,3,hsa-miR-195-3p,0
458,hsa-miR-1910-3p,0,       0,hsa-miR-301b-3p,hsa-miR-196a-5p,0,hsa-miR-1913,0,hsa-miR-193b-5p,23,hsa-miR-1909-3p,0,hsa-miR-193a-5p,88,hsa-miR-195-3p,0,hsa-miR-193b-3p,0,hsa-miR-190a-3p,0,hsa-miR-19b-2-5p,0,hsa-miR-1912-5p,0,hsa-miR-1914-3p,0,hsa-miR-1909-3p,0,hsa-miR-193b-5p,7,hsa-miR-18a-5p,112,hsa-miR-192-5p,0,hsa-miR-1912-5p,0,hsa-miR-193a-5p,80,hsa-miR-193b-5p,8,hsa-miR-195-5p,0
459,hsa-miR-1910-5p,0,       0,hsa-miR-302a-3p,hsa-miR-196a-5p,49,hsa-miR-1914-3p,0,hsa-miR-194-3p,0,hsa-miR-1909-5p,0,hsa-miR-193b-3p,0,hsa-miR-195-5p,0,hsa-miR-193b-5p,3,hsa-miR-190a-5p,186,hsa-miR-19b-3p,8,hsa-miR-1913,0,hsa-miR-1914-5p,0,hsa-miR-1909-5p,0,hsa-miR-194-3p,0,hsa-miR-18a-5p,689,hsa-miR-193a-3p,0,hsa-miR-1913,0,hsa-miR-193b-3p,0,hsa-miR-194-3p,0,hsa-miR-196a-1-3p,0
460,hsa-miR-1911-3p,0,       0,hsa-miR-302b-3p,hsa-miR-196b-3p,0,hsa-miR-1914-5p,0,hsa-miR-194-5p,0,hsa-miR-190a-3p,1,hsa-miR-193b-5p,0,hsa-miR-196a-1-3p,0,hsa-miR-193b-5p,9,hsa-miR-190a-5p,405,hsa-miR-19b-3p,16,hsa-miR-1914-3p,0,hsa-miR-1915-3p,0,hsa-miR-190a-3p,0,hsa-miR-194-5p,0,hsa-miR-18b-3p,0,hsa-miR-193a-5p,41,hsa-miR-1914-3p,0,hsa-miR-193b-5p,1,hsa-miR-194-5p,0,hsa-miR-196a-3p,0
461,hsa-miR-1911-5p,0,       0,hsa-miR-302b-5p,hsa-miR-196b-5p,0,hsa-miR-1915-3p,0,hsa-miR-195-3p,0,hsa-miR-190a-5p,283,hsa-miR-194-3p,0,hsa-miR-196a-3p,0,hsa-miR-194-3p,0,hsa-miR-190b-3p,0,hsa-miR-200a-3p,0,hsa-miR-1914-5p,0,hsa-miR-1915-5p,0,hsa-miR-190a-5p,116,hsa-miR-195-3p,0,hsa-miR-18b-5p,0,hsa-miR-193a-5p,143,hsa-miR-1914-5p,0,hsa-miR-193b-5p,4,hsa-miR-195-3p,0,hsa-miR-196a-5p,2
462,hsa-miR-1912-3p,0,       0,hsa-miR-302c-3p,hsa-miR-197-3p,6,hsa-miR-1915-5p,0,hsa-miR-195-5p,0,hsa-miR-190a-5p,1252,hsa-miR-194-5p,0,hsa-miR-196a-5p,0,hsa-miR-194-5p,0,hsa-miR-190b-5p,0,hsa-miR-200a-3p,1,hsa-miR-1915-3p,0,hsa-miR-192-3p,0,hsa-miR-190a-5p,425,hsa-miR-195-5p,0,hsa-miR-1908-3p,0,hsa-miR-193b-3p,0,hsa-miR-1915-3p,0,hsa-miR-194-3p,0,hsa-miR-195-5p,0,hsa-miR-196a-5p,23
463,hsa-miR-1912-5p,0,       0,hsa-miR-302c-5p,hsa-miR-197-3p,17,hsa-miR-192-3p,0,hsa-miR-196a-1-3p,0,hsa-miR-190b-3p,0,hsa-miR-195-3p,0,hsa-miR-196a-5p,13,hsa-miR-195-3p,0,hsa-miR-191-3p,3,hsa-miR-200a-5p,0,hsa-miR-1915-5p,0,hsa-miR-192-5p,0,hsa-miR-190b-3p,0,hsa-miR-196a-1-3p,0,hsa-miR-1908-5p,0,hsa-miR-193b-5p,1,hsa-miR-1915-5p,0,hsa-miR-194-5p,0,hsa-miR-196a-1-3p,0,hsa-miR-196b-3p,0
464,hsa-miR-1913,0,       0,hsa-miR-302d-3p,hsa-miR-197-5p,0,hsa-miR-192-5p,0,hsa-miR-196a-3p,0,hsa-miR-190b-5p,0,hsa-miR-195-5p,0,hsa-miR-196b-3p,0,hsa-miR-195-5p,0,hsa-miR-191-5p,4,hsa-miR-200b-3p,1,hsa-miR-192-3p,0,hsa-miR-193a-3p,1,hsa-miR-190b-5p,0,hsa-miR-196a-3p,0,hsa-miR-1909-3p,0,hsa-miR-193b-5p,5,hsa-miR-192-3p,0,hsa-miR-195-3p,0,hsa-miR-196a-3p,0,hsa-miR-196b-5p,0
465,hsa-miR-1914-3p,0,       0,hsa-miR-302d-5p,hsa-miR-1972,0,hsa-miR-193a-3p,0,hsa-miR-196a-5p,0,hsa-miR-191-3p,0,hsa-miR-196a-1-3p,0,hsa-miR-196b-5p,0,hsa-miR-196a-1-3p,0,hsa-miR-1910-3p,0,hsa-miR-200b-5p,0,hsa-miR-192-5p,0,hsa-miR-193a-5p,37,hsa-miR-191-3p,0,hsa-miR-196a-5p,0,hsa-miR-1909-5p,0,hsa-miR-194-3p,0,hsa-miR-192-5p,0,hsa-miR-195-5p,0,hsa-miR-196a-5p,0,hsa-miR-197-3p,5
466,hsa-miR-1914-5p,0,       0,hsa-miR-302e,hsa-miR-1973,0,hsa-miR-193a-5p,29,hsa-miR-196a-5p,17,hsa-miR-191-5p,0,hsa-miR-196a-3p,0,hsa-miR-197-3p,1,hsa-miR-196a-3p,0,hsa-miR-1910-5p,0,hsa-miR-200c-3p,0,hsa-miR-193a-3p,0,hsa-miR-193a-5p,106,hsa-miR-191-5p,0,hsa-miR-196a-5p,10,hsa-miR-190a-3p,0,hsa-miR-194-5p,0,hsa-miR-193a-3p,1,hsa-miR-196a-1-3p,0,hsa-miR-196a-5p,18,hsa-miR-197-3p,13
467,hsa-miR-1915-3p,0,       0,hsa-miR-302f,hsa-miR-1976,4,hsa-miR-193a-5p,152,hsa-miR-196b-3p,0,hsa-miR-1910-3p,0,hsa-miR-196a-5p,0,hsa-miR-197-3p,2,hsa-miR-196a-5p,2,hsa-miR-1911-3p,0,hsa-miR-200c-3p,1,hsa-miR-193a-5p,19,hsa-miR-193b-3p,0,hsa-miR-1910-3p,0,hsa-miR-196b-3p,0,hsa-miR-190a-5p,296,hsa-miR-195-3p,0,hsa-miR-193a-5p,74,hsa-miR-196a-3p,0,hsa-miR-196b-3p,0,hsa-miR-197-5p,0
468,hsa-miR-1915-5p,0,       0,hsa-miR-3059-3p,hsa-miR-1976,6,hsa-miR-193b-3p,0,hsa-miR-196b-5p,0,hsa-miR-1910-5p,0,hsa-miR-196a-5p,8,hsa-miR-197-5p,0,hsa-miR-196a-5p,54,hsa-miR-1911-5p,0,hsa-miR-200c-5p,0,hsa-miR-193a-5p,79,hsa-miR-193b-5p,2,hsa-miR-1910-5p,0,hsa-miR-196b-5p,0,hsa-miR-190a-5p,767,hsa-miR-195-5p,0,hsa-miR-193a-5p,291,hsa-miR-196a-5p,0,hsa-miR-196b-5p,0,hsa-miR-1972,0
469,hsa-miR-192-3p,0,       0,hsa-miR-3059-5p,hsa-miR-198,0,hsa-miR-193b-5p,2,hsa-miR-197-3p,9,hsa-miR-1911-3p,0,hsa-miR-196b-3p,0,hsa-miR-1972,0,hsa-miR-196b-3p,0,hsa-miR-1912-3p,0,hsa-miR-202-3p,0,hsa-miR-193b-3p,0,hsa-miR-193b-5p,7,hsa-miR-1911-3p,0,hsa-miR-197-3p,1,hsa-miR-190b-3p,0,hsa-miR-196a-1-3p,0,hsa-miR-193b-3p,1,hsa-miR-196a-5p,30,hsa-miR-197-3p,4,hsa-miR-1973,0
470,hsa-miR-192-5p,0,       0,hsa-miR-3064-3p,hsa-miR-199a-3p,0,hsa-miR-194-3p,0,hsa-miR-197-3p,22,hsa-miR-1911-5p,0,hsa-miR-196b-5p,0,hsa-miR-1973,0,hsa-miR-196b-5p,0,hsa-miR-1912-5p,0,hsa-miR-202-5p,0,hsa-miR-193b-5p,0,hsa-miR-194-3p,0,hsa-miR-1911-5p,0,hsa-miR-197-3p,4,hsa-miR-190b-5p,0,hsa-miR-196a-3p,0,hsa-miR-193b-5p,3,hsa-miR-196b-3p,0,hsa-miR-197-3p,13,hsa-miR-1976,4
471,hsa-miR-193a-3p,0,       0,hsa-miR-3064-5p,hsa-miR-199a-5p,0,hsa-miR-194-5p,0,hsa-miR-197-5p,0,hsa-miR-1912-3p,0,hsa-miR-197-3p,10,hsa-miR-1976,0,hsa-miR-197-3p,9,hsa-miR-1913,0,hsa-miR-203a-3p,3,hsa-miR-193b-5p,1,hsa-miR-194-5p,0,hsa-miR-1911-5p,1,hsa-miR-197-5p,0,hsa-miR-191-3p,1,hsa-miR-196a-5p,0,hsa-miR-193b-5p,13,hsa-miR-196b-5p,0,hsa-miR-197-5p,0,hsa-miR-198,0
472,hsa-miR-193a-5p,0,       0,hsa-miR-3065-5p,hsa-miR-199b-3p,0,hsa-miR-195-3p,0,hsa-miR-1972,0,hsa-miR-1912-5p,0,hsa-miR-197-3p,24,hsa-miR-198,0,hsa-miR-197-3p,16,hsa-miR-1914-3p,0,hsa-miR-203a-3p,5,hsa-miR-194-3p,0,hsa-miR-195-3p,0,hsa-miR-1912-3p,0,hsa-miR-1972,0,hsa-miR-191-5p,12,hsa-miR-196a-5p,33,hsa-miR-194-3p,0,hsa-miR-197-3p,28,hsa-miR-1972,0,hsa-miR-199a-3p,0
473,hsa-miR-193a-5p,14,       0,hsa-miR-3074-5p,hsa-miR-199b-5p,0,hsa-miR-195-5p,0,hsa-miR-1973,0,hsa-miR-1913,0,hsa-miR-197-5p,0,hsa-miR-199a-3p,0,hsa-miR-197-5p,0,hsa-miR-1914-5p,0,hsa-miR-203a-5p,0,hsa-miR-194-5p,0,hsa-miR-195-5p,0,hsa-miR-1912-5p,0,hsa-miR-1973,0,hsa-miR-1910-3p,0,hsa-miR-196b-3p,0,hsa-miR-194-5p,0,hsa-miR-197-3p,53,hsa-miR-1973,0,hsa-miR-199a-5p,0
474,hsa-miR-193a-5p,34,       0,hsa-miR-3085-3p,hsa-miR-19a-3p,14,hsa-miR-196a-1-3p,0,hsa-miR-1976,0,hsa-miR-1914-3p,0,hsa-miR-1972,0,hsa-miR-199a-5p,0,hsa-miR-1972,0,hsa-miR-1915-3p,0,hsa-miR-203b-3p,0,hsa-miR-195-3p,0,hsa-miR-196a-1-3p,0,hsa-miR-1913,0,hsa-miR-1976,0,hsa-miR-1910-5p,0,hsa-miR-196b-5p,0,hsa-miR-195-3p,0,hsa-miR-197-5p,1,hsa-miR-1976,0,hsa-miR-199b-3p,0
475,hsa-miR-193b-3p,0,       0,hsa-miR-3085-5p,hsa-miR-19a-3p,26,hsa-miR-196a-3p,0,hsa-miR-1976,6,hsa-miR-1914-5p,0,hsa-miR-1973,0,hsa-miR-199b-3p,0,hsa-miR-1973,0,hsa-miR-1915-5p,0,hsa-miR-203b-5p,3,hsa-miR-195-5p,0,hsa-miR-196a-3p,0,hsa-miR-1914-3p,0,hsa-miR-198,0,hsa-miR-1911-3p,0,hsa-miR-197-3p,9,hsa-miR-195-5p,0,hsa-miR-1972,0,hsa-miR-198,0,hsa-miR-199b-5p,0
476,hsa-miR-193b-5p,0,       0,hsa-miR-30a-3p,hsa-miR-19a-5p,0,hsa-miR-196a-5p,0,hsa-miR-198,0,hsa-miR-1915-3p,0,hsa-miR-1976,4,hsa-miR-199b-5p,0,hsa-miR-1976,5,hsa-miR-192-3p,0,hsa-miR-203b-5p,5,hsa-miR-196a-1-3p,0,hsa-miR-196a-5p,2,hsa-miR-1914-5p,0,hsa-miR-199a-3p,0,hsa-miR-1911-5p,0,hsa-miR-197-3p,19,hsa-miR-196a-1-3p,0,hsa-miR-1973,0,hsa-miR-199a-3p,0,hsa-miR-19a-3p,7
477,hsa-miR-193b-5p,1,       0,hsa-miR-30a-5p,hsa-miR-19b-1-5p,0,hsa-miR-196a-5p,68,hsa-miR-199a-3p,0,hsa-miR-1915-5p,0,hsa-miR-198,0,hsa-miR-19a-3p,16,hsa-miR-1976,7,hsa-miR-192-5p,0,hsa-miR-204-3p,0,hsa-miR-196a-3p,1,hsa-miR-196a-5p,28,hsa-miR-1915-3p,0,hsa-miR-199a-5p,0,hsa-miR-1912-3p,0,hsa-miR-197-5p,0,hsa-miR-196a-3p,0,hsa-miR-1976,3,hsa-miR-199a-5p,0,hsa-miR-19a-3p,36
478,hsa-miR-193b-5p,6,       0,hsa-miR-30b-3p,hsa-miR-19b-2-5p,0,hsa-miR-196b-3p,0,hsa-miR-199a-5p,0,hsa-miR-192-3p,0,hsa-miR-199a-3p,0,hsa-miR-19a-3p,85,hsa-miR-198,0,hsa-miR-193a-3p,0,hsa-miR-204-5p,0,hsa-miR-196a-5p,1,hsa-miR-196b-3p,0,hsa-miR-1915-5p,0,hsa-miR-199b-3p,0,hsa-miR-1912-5p,0,hsa-miR-1972,0,hsa-miR-196a-5p,3,hsa-miR-198,0,hsa-miR-199b-3p,0,hsa-miR-19a-5p,0
479,hsa-miR-194-3p,0,       0,hsa-miR-30c-1-3p,hsa-miR-19b-3p,59,hsa-miR-196b-5p,0,hsa-miR-199b-3p,0,hsa-miR-192-5p,0,hsa-miR-199a-5p,0,hsa-miR-19a-5p,0,hsa-miR-199a-3p,0,hsa-miR-193a-5p,92,hsa-miR-205-3p,0,hsa-miR-196a-5p,127,hsa-miR-196b-5p,0,hsa-miR-192-3p,0,hsa-miR-199b-5p,0,hsa-miR-1913,0,hsa-miR-1973,0,hsa-miR-196a-5p,66,hsa-miR-199a-3p,0,hsa-miR-199b-5p,0,hsa-miR-19b-1-5p,0
480,hsa-miR-194-5p,0,       0,hsa-miR-30c-5p,hsa-miR-19b-3p,114,hsa-miR-197-3p,34,hsa-miR-199b-5p,0,hsa-miR-193a-3p,0,hsa-miR-199b-3p,0,hsa-miR-19b-1-5p,0,hsa-miR-199a-5p,0,hsa-miR-193a-5p,471,hsa-miR-205-5p,1,hsa-miR-196b-3p,0,hsa-miR-197-3p,11,hsa-miR-192-5p,0,hsa-miR-19a-3p,7,hsa-miR-1914-3p,0,hsa-miR-1976,4,hsa-miR-196b-3p,0,hsa-miR-199a-5p,0,hsa-miR-19a-3p,46,hsa-miR-19b-2-5p,0
481,hsa-miR-195-3p,0,       0,hsa-miR-30d-3p,hsa-miR-200a-3p,2,hsa-miR-197-3p,68,hsa-miR-19a-3p,33,hsa-miR-193a-5p,74,hsa-miR-199b-5p,0,hsa-miR-19b-2-5p,0,hsa-miR-199b-3p,0,hsa-miR-193b-3p,0,hsa-miR-205-5p,3,hsa-miR-196b-5p,0,hsa-miR-197-3p,19,hsa-miR-193a-3p,0,hsa-miR-19a-3p,31,hsa-miR-1914-5p,0,hsa-miR-198,0,hsa-miR-196b-5p,0,hsa-miR-199b-3p,0,hsa-miR-19a-3p,118,hsa-miR-19b-3p,31
482,hsa-miR-195-5p,0,       0,hsa-miR-30d-5p,hsa-miR-200a-3p,9,hsa-miR-197-5p,0,hsa-miR-19a-3p,110,hsa-miR-193a-5p,326,hsa-miR-19a-3p,48,hsa-miR-19b-3p,57,hsa-miR-199b-5p,0,hsa-miR-193b-5p,9,hsa-miR-2052,0,hsa-miR-197-3p,8,hsa-miR-197-5p,0,hsa-miR-193a-5p,55,hsa-miR-19a-5p,0,hsa-miR-1915-3p,0,hsa-miR-199a-3p,0,hsa-miR-197-3p,46,hsa-miR-199b-5p,0,hsa-miR-19a-5p,0,hsa-miR-19b-3p,118
483,hsa-miR-196a-1-3p,0,       0,hsa-miR-31-3p,hsa-miR-200a-5p,0,hsa-miR-1972,0,hsa-miR-19a-5p,0,hsa-miR-193b-3p,0,hsa-miR-19a-3p,175,hsa-miR-19b-3p,267,hsa-miR-19a-3p,56,hsa-miR-193b-5p,32,hsa-miR-2053,0,hsa-miR-197-3p,21,hsa-miR-1972,0,hsa-miR-193a-5p,465,hsa-miR-19b-1-5p,1,hsa-miR-1915-5p,0,hsa-miR-199a-5p,0,hsa-miR-197-3p,119,hsa-miR-19a-3p,53,hsa-miR-19b-1-5p,1,hsa-miR-200a-3p,9
484,hsa-miR-196a-3p,0,       0,hsa-miR-31-5p,hsa-miR-200b-3p,0,hsa-miR-1973,0,hsa-miR-19b-1-5p,1,hsa-miR-193b-3p,2,hsa-miR-19a-5p,0,hsa-miR-200a-3p,1,hsa-miR-19a-3p,154,hsa-miR-194-3p,0,hsa-miR-2054,0,hsa-miR-197-5p,0,hsa-miR-1973,0,hsa-miR-193b-3p,0,hsa-miR-19b-2-5p,0,hsa-miR-192-3p,0,hsa-miR-199b-3p,0,hsa-miR-197-5p,0,hsa-miR-19a-3p,178,hsa-miR-19b-1-5p,4,hsa-miR-200a-3p,13
485,hsa-miR-196a-5p,0,       0,hsa-miR-3115,hsa-miR-200b-5p,0,hsa-miR-1976,9,hsa-miR-19b-1-5p,4,hsa-miR-193b-5p,3,hsa-miR-19b-1-5p,0,hsa-miR-200a-3p,2,hsa-miR-19a-5p,0,hsa-miR-194-5p,0,hsa-miR-206,0,hsa-miR-1972,0,hsa-miR-1976,2,hsa-miR-193b-3p,3,hsa-miR-19b-3p,41,hsa-miR-192-5p,0,hsa-miR-199b-5p,0,hsa-miR-197-5p,2,hsa-miR-19a-5p,0,hsa-miR-19b-2-5p,0,hsa-miR-200a-5p,0
486,hsa-miR-196a-5p,9,       0,hsa-miR-3116,hsa-miR-200c-3p,1,hsa-miR-1976,14,hsa-miR-19b-2-5p,0,hsa-miR-193b-5p,18,hsa-miR-19b-1-5p,1,hsa-miR-200a-5p,0,hsa-miR-19b-1-5p,0,hsa-miR-195-3p,0,hsa-miR-208a-3p,0,hsa-miR-1973,0,hsa-miR-1976,3,hsa-miR-193b-5p,3,hsa-miR-19b-3p,245,hsa-miR-193a-3p,0,hsa-miR-19a-3p,25,hsa-miR-1972,0,hsa-miR-19b-1-5p,0,hsa-miR-19b-3p,209,hsa-miR-200b-3p,4
487,hsa-miR-196b-3p,0,       0,hsa-miR-3117-3p,hsa-miR-200c-3p,2,hsa-miR-198,0,hsa-miR-19b-3p,104,hsa-miR-194-3p,0,hsa-miR-19b-2-5p,0,hsa-miR-200b-3p,0,hsa-miR-19b-2-5p,0,hsa-miR-195-5p,0,hsa-miR-208a-5p,0,hsa-miR-1976,6,hsa-miR-198,0,hsa-miR-193b-5p,23,hsa-miR-200a-3p,2,hsa-miR-193a-3p,1,hsa-miR-19a-3p,84,hsa-miR-1973,0,hsa-miR-19b-1-5p,1,hsa-miR-19b-3p,668,hsa-miR-200b-3p,6
488,hsa-miR-196b-5p,0,       0,hsa-miR-3117-5p,hsa-miR-200c-5p,0,hsa-miR-199a-3p,0,hsa-miR-19b-3p,380,hsa-miR-194-5p,0,hsa-miR-19b-3p,202,hsa-miR-200b-3p,1,hsa-miR-19b-3p,168,hsa-miR-196a-1-3p,0,hsa-miR-208b-3p,0,hsa-miR-198,0,hsa-miR-199a-3p,0,hsa-miR-194-3p,0,hsa-miR-200a-5p,0,hsa-miR-193a-5p,136,hsa-miR-19a-5p,0,hsa-miR-1976,11,hsa-miR-19b-2-5p,0,hsa-miR-200a-3p,3,hsa-miR-200b-5p,0
489,hsa-miR-197-3p,0,       0,hsa-miR-3118,hsa-miR-202-3p,0,hsa-miR-199a-5p,0,hsa-miR-200a-3p,2,hsa-miR-195-3p,0,hsa-miR-19b-3p,731,hsa-miR-200b-5p,0,hsa-miR-19b-3p,479,hsa-miR-196a-3p,0,hsa-miR-208b-5p,0,hsa-miR-199a-3p,0,hsa-miR-199a-5p,0,hsa-miR-194-5p,0,hsa-miR-200b-3p,0,hsa-miR-193a-5p,775,hsa-miR-19b-1-5p,0,hsa-miR-1976,13,hsa-miR-19b-3p,243,hsa-miR-200a-5p,0,hsa-miR-200c-3p,0
490,hsa-miR-197-3p,1,       0,hsa-miR-3119,hsa-miR-202-5p,0,hsa-miR-199b-3p,0,hsa-miR-200a-3p,7,hsa-miR-195-5p,0,hsa-miR-200a-3p,17,hsa-miR-200c-3p,2,hsa-miR-200a-3p,4,hsa-miR-196a-5p,6,hsa-miR-20a-3p,0,hsa-miR-199a-5p,0,hsa-miR-199b-3p,0,hsa-miR-195-3p,0,hsa-miR-200b-3p,1,hsa-miR-193b-3p,0,hsa-miR-19b-1-5p,3,hsa-miR-198,0,hsa-miR-19b-3p,689,hsa-miR-200b-3p,0,hsa-miR-200c-3p,1
491,hsa-miR-197-3p,3,       0,hsa-miR-3120-3p,hsa-miR-203a-3p,6,hsa-miR-199b-5p,0,hsa-miR-200a-5p,0,hsa-miR-196a-1-3p,0,hsa-miR-200a-3p,22,hsa-miR-200c-3p,4,hsa-miR-200a-3p,8,hsa-miR-196a-5p,166,hsa-miR-20a-5p,1,hsa-miR-199b-3p,0,hsa-miR-199b-5p,0,hsa-miR-195-5p,0,hsa-miR-200b-5p,0,hsa-miR-193b-3p,1,hsa-miR-19b-2-5p,0,hsa-miR-199a-3p,0,hsa-miR-200a-3p,10,hsa-miR-200b-5p,0,hsa-miR-200c-5p,0
492,hsa-miR-197-5p,0,       0,hsa-miR-3120-5p,hsa-miR-203a-3p,9,hsa-miR-19a-3p,108,hsa-miR-200b-3p,0,hsa-miR-196a-3p,0,hsa-miR-200a-5p,0,hsa-miR-200c-5p,0,hsa-miR-200a-5p,0,hsa-miR-196b-3p,0,hsa-miR-20a-5p,4,hsa-miR-199b-5p,0,hsa-miR-19a-3p,27,hsa-miR-196a-1-3p,0,hsa-miR-200c-3p,0,hsa-miR-193b-5p,14,hsa-miR-19b-3p,89,hsa-miR-199a-5p,0,hsa-miR-200a-3p,15,hsa-miR-200c-3p,3,hsa-miR-202-3p,0
493,hsa-miR-1972,0,       0,hsa-miR-3121-3p,hsa-miR-203a-5p,0,hsa-miR-19a-3p,478,hsa-miR-200b-5p,0,hsa-miR-196a-5p,2,hsa-miR-200b-3p,3,hsa-miR-202-3p,0,hsa-miR-200b-3p,1,hsa-miR-196b-5p,0,hsa-miR-20b-3p,0,hsa-miR-19a-3p,36,hsa-miR-19a-3p,83,hsa-miR-196a-3p,0,hsa-miR-200c-3p,1,hsa-miR-193b-5p,69,hsa-miR-19b-3p,328,hsa-miR-199b-3p,0,hsa-miR-200a-5p,0,hsa-miR-200c-3p,6,hsa-miR-202-5p,0
494,hsa-miR-1973,0,       0,hsa-miR-3121-5p,hsa-miR-203b-3p,0,hsa-miR-19a-5p,0,hsa-miR-200c-3p,0,hsa-miR-196a-5p,141,hsa-miR-200b-3p,5,hsa-miR-202-5p,0,hsa-miR-200b-5p,0,hsa-miR-197-3p,61,hsa-miR-20b-5p,0,hsa-miR-19a-3p,200,hsa-miR-19a-5p,0,hsa-miR-196a-5p,2,hsa-miR-200c-5p,0,hsa-miR-194-3p,0,hsa-miR-200a-3p,9,hsa-miR-199b-5p,0,hsa-miR-200b-3p,1,hsa-miR-200c-5p,0,hsa-miR-203a-3p,114
495,hsa-miR-1976,0,       0,hsa-miR-3122,hsa-miR-203b-5p,6,hsa-miR-19b-1-5p,1,hsa-miR-200c-5p,0,hsa-miR-196b-3p,0,hsa-miR-200b-5p,0,hsa-miR-203a-3p,0,hsa-miR-200c-3p,2,hsa-miR-197-3p,217,hsa-miR-21-3p,0,hsa-miR-19a-5p,0,hsa-miR-19b-1-5p,3,hsa-miR-196a-5p,194,hsa-miR-202-3p,0,hsa-miR-194-5p,0,hsa-miR-200a-3p,24,hsa-miR-19a-3p,145,hsa-miR-200b-3p,3,hsa-miR-202-3p,0,hsa-miR-203a-3p,220
496,hsa-miR-198,0,       0,hsa-miR-3123,hsa-miR-203b-5p,9,hsa-miR-19b-1-5p,6,hsa-miR-202-3p,0,hsa-miR-196b-5p,0,hsa-miR-200c-3p,2,hsa-miR-203a-3p,3,hsa-miR-200c-3p,4,hsa-miR-197-5p,3,hsa-miR-21-5p,6,hsa-miR-19b-1-5p,0,hsa-miR-19b-1-5p,4,hsa-miR-196b-3p,0,hsa-miR-202-5p,0,hsa-miR-195-3p,0,hsa-miR-200a-5p,0,hsa-miR-19a-3p,461,hsa-miR-200b-5p,0,hsa-miR-202-5p,0,hsa-miR-203a-5p,0
